,date,pr,rmax,rmin,srad,tmin,tmax,tavg,gdd,cgdd,plant,year,location
340,2023-12-07,0.0,100.0,74.3,54.7,1.4500000000000455,8.25,4.850000000000023,4.850000000000023,4134.900000000003,Winter wheat,2023,Othello
341,2023-12-08,0.0,99.80000000000001,52.400000000000006,26.900000000000002,-1.75,8.150000000000034,3.200000000000017,3.200000000000017,4138.100000000003,Winter wheat,2023,Othello
342,2023-12-09,6.2,90.0,72.4,45.900000000000006,-1.25,2.8500000000000227,0.8000000000000114,0.8000000000000114,4138.900000000003,Winter wheat,2023,Othello
343,2023-12-10,0.30000000000000004,91.5,85.7,46.900000000000006,1.25,3.3500000000000227,2.3000000000000114,2.3000000000000114,4141.2000000000035,Winter wheat,2023,Othello
344,2023-12-11,0.0,87.9,77.4,24.0,1.75,4.650000000000034,3.200000000000017,3.200000000000017,4144.400000000003,Winter wheat,2023,Othello
345,2023-12-12,0.0,72.10000000000001,65.4,58.900000000000006,3.0500000000000114,5.350000000000023,4.200000000000017,4.200000000000017,4148.600000000003,Winter wheat,2023,Othello
346,2023-12-13,0.0,79.60000000000001,59.400000000000006,62.5,0.35000000000002274,5.350000000000023,2.8500000000000227,2.8500000000000227,4151.4500000000035,Winter wheat,2023,Othello
347,2023-12-14,0.0,80.30000000000001,61.300000000000004,38.300000000000004,0.1500000000000341,4.850000000000023,2.5000000000000284,2.5000000000000284,4153.9500000000035,Winter wheat,2023,Othello
348,2023-12-15,0.0,90.0,53.6,57.800000000000004,-1.4499999999999886,6.650000000000034,2.6000000000000227,2.6000000000000227,4156.550000000004,Winter wheat,2023,Othello
349,2023-12-16,0.0,83.5,76.5,54.800000000000004,-0.6499999999999773,1.650000000000034,0.5000000000000284,0.5000000000000284,4157.050000000004,Winter wheat,2023,Othello
350,2023-12-17,0.0,78.2,73.0,60.2,-0.14999999999997726,1.8500000000000227,0.8500000000000227,0.8500000000000227,4157.900000000004,Winter wheat,2023,Othello
351,2023-12-18,5.300000000000001,82.7,77.60000000000001,29.0,-0.14999999999997726,1.8500000000000227,0.8500000000000227,0.8500000000000227,4158.750000000005,Winter wheat,2023,Othello
352,2023-12-19,1.3,84.2,67.7,24.1,1.5500000000000114,5.650000000000034,3.6000000000000227,3.6000000000000227,4162.350000000005,Winter wheat,2023,Othello
353,2023-12-20,0.4,71.5,69.4,55.0,3.0500000000000114,4.4500000000000455,3.7500000000000284,3.7500000000000284,4166.100000000005,Winter wheat,2023,Othello
354,2023-12-21,0.4,71.7,69.60000000000001,49.6,2.0500000000000114,3.4500000000000455,2.7500000000000284,2.7500000000000284,4168.850000000005,Winter wheat,2023,Othello
355,2023-12-22,1.0,93.5,73.7,22.400000000000002,-1.5499999999999545,2.8500000000000227,0.6500000000000341,0.6500000000000341,4169.500000000005,Winter wheat,2023,Othello
356,2023-12-23,0.0,98.60000000000001,53.6,60.900000000000006,-3.849999999999966,5.4500000000000455,0.8000000000000398,0.8000000000000398,4170.300000000005,Winter wheat,2023,Othello
357,2023-12-24,0.0,96.10000000000001,69.4,60.900000000000006,-4.349999999999966,1.150000000000034,-1.599999999999966,0.0,4170.300000000005,Winter wheat,2023,Othello
358,2023-12-25,1.9000000000000001,86.7,60.5,35.9,-2.849999999999966,3.0500000000000114,0.10000000000002274,0.10000000000002274,4170.400000000005,Winter wheat,2023,Othello
359,2023-12-26,0.0,84.5,72.5,57.1,-0.049999999999954525,3.150000000000034,1.5500000000000398,1.5500000000000398,4171.950000000005,Winter wheat,2023,Othello
360,2023-12-27,1.2000000000000002,90.60000000000001,61.0,37.5,-0.44999999999998863,6.050000000000011,2.8000000000000114,2.8000000000000114,4174.7500000000055,Winter wheat,2023,Othello
361,2023-12-28,0.0,100.0,63.900000000000006,48.900000000000006,-0.9499999999999886,6.350000000000023,2.700000000000017,2.700000000000017,4177.450000000005,Winter wheat,2023,Othello
362,2023-12-29,0.0,98.60000000000001,55.1,51.7,0.4500000000000455,9.650000000000034,5.05000000000004,5.05000000000004,4182.5000000000055,Winter wheat,2023,Othello
363,2023-12-30,0.30000000000000004,98.7,73.10000000000001,27.400000000000002,-0.44999999999998863,4.850000000000023,2.200000000000017,2.200000000000017,4184.700000000005,Winter wheat,2023,Othello
364,2023-12-31,0.0,86.80000000000001,81.0,61.0,0.35000000000002274,2.4500000000000455,1.400000000000034,1.400000000000034,4186.100000000005,Winter wheat,2023,Othello
